"frame_axle_mount_inset","frame_underbody_length","frame_underbody_width","offload_generator_height","offload_generator_length","offload_generator_width","running_gear_back_mount_inset","running_gear_front_mount_inset","running_gear_drive_gear_radius","running_gear_track_width","running_gear_road_wheel_radius","running_gear_wheel_radius","winch_stowed_width","back_deck_overhang_in","running_gear_contact_patch_area_in2","smet_fcc_length_in","smet_fcc_ctoc_turning_diameter_in"
5,56,30,31.451729524415,27.396539261099,24.8632329679094,17,18,2,14,5,17,4.02470174548216,12,1169.224,81,158.798005388087
14,124,52,35.3835796285421,30.0996815483086,29.8938352218829,8,9,3,15,3,11,5.23303462378681,0,2880,129.233034623787,267.534967766443
3,97,41,13.7697898689657,31.800936080981,28.7623521871865,10,17,3,14,3,15,8.98296220274642,7,2548,118,236.361271528607
5,68,52,17.7237454336137,17.8170085791498,31.0453721764497,18,10,3,14,3,19,2.50165291666053,13,1624,86,217.614876358892
3,83,23,27.8975081583485,15.6615489185788,39.2668720614165,17,17,1,15,2,17,8.70384559943341,14,2267.58,111,186.074922062667
10,52,56,11.8150267843157,37.5294429040514,14.9466521642171,8,20,1,14,1,11,3.87622603680938,0,896,62,193.511655922148
2,107,48,12.8345403820276,21.489479362499,18.2429704372771,16,13,3,15,5,20,2.2901042830199,14,3005.16,132,268.178142499412
13,74,20,34.3825357989408,28.6157085630111,36.9544871081598,16,5,1,14,3,16,8.97686979477294,3,1264.816,85.9768697947729,141.267483883221
7,131,47,31.0832149675116,37.5849163788371,30.1562751666643,19,9,3,15,1,19,6.36128554935567,12,3594.84,149.361285549356,283.464491965352
7,76,40,21.2223559664562,21.3207407551818,20.2203058614396,16,18,2,14,3,15,6.27940717595629,9,1696.408,96,198.553833349161
14,74,39,33.7945093819872,39.0660623088479,16.720114313066,16,17,2,14,5,14,2.50606528087519,2,1169.224,79,176.798005388087
1,118,18,30.1148234633729,14.1319457534701,23.513956007082,20,9,3,15,2,17,6.69298316794448,19,3522.42,145,224.229752717785
13,112,47,31.4879845455289,15.3552103484981,32.6943968283013,7,15,1,14,1,18,7.12497571343556,0,2408,119.124975713436,242.187575290771
5,66,31,32.1869496069849,36.7151833884418,25.2666339767165,18,12,2,15,4,15,2.64897220348939,13,1595.16,86,176.145397863758
3,105,21,13.7173523125239,19.5748835452832,19.47019536281,5,10,1,14,2,18,5.39200824149884,2,2732.408,114,206.239185509144
2,79,40,20.9129279456101,27.6316796545871,22.9956182558089,10,16,2,14,3,15,6.73893384519033,8,2060.408,101,214.605443567533
9,111,18,30.9941588388756,36.455240342766,36.5089523885399,8,11,1,14,1,19,7.29641246725805,0,2604,118.296412467258,192.830750023741
10,97,52,33.3025391842239,25.1568048028275,29.1620499454439,11,16,2,14,4,15,4.73824636684731,1,2076.816,104,241.074922062667
5,70,23,35.8534020860679,34.106324785389,28.4195498377085,7,14,3,14,5,19,4.83879034896381,2,1600.816,81,162.084354854027
1,82,31,17.7496092906222,23.851602228824,21.8869146076031,18,12,3,15,3,11,2.7654150146991,17,2400,110,205.779139805369
11,89,46,30.5090206535533,35.7796293660067,16.3942169770598,14,17,2,15,1,15,2.21237192791887,3,2052.42,98,219.727529586996
2,65,48,22.8514671162702,24.0450180671178,37.8750803484581,13,10,1,15,2,20,6.67566583794542,11,1787.58,84,216.319094101594
5,132,26,23.1157904816791,14.3964944034815,23.2899655983783,20,19,3,14,1,18,7.86118106218055,15,3495.184,161,244.638188203187
14,124,37,38.3923163614236,22.1780932485126,15.8437631395645,5,11,3,14,1,14,4.40804850682616,0,2767.184,128.408048506826,234.534967766443
8,129,34,11.3497974281199,17.3854727903381,22.3155782674439,6,10,3,15,2,15,7.39321610168554,0,3432.42,136.393216101686,252.525534975083
5,63,26,21.2200537719764,13.3359498460777,27.5581608503126,8,15,3,14,2,13,4.29786524758674,3,1523.592,76,159.441180121057
13,125,47,17.8492930019274,16.1405753833242,30.436115313787,8,16,2,15,2,19,4.46553376270458,0,2970,129.465533762705,261.239185509144
5,54,37,24.5800545532256,32.0680960081518,26.9713940029033,8,14,2,15,2,18,7.41706711682491,3,1320,66,173.328526892953
4,129,18,34.4560074340552,35.6033074762672,34.7057187394239,5,14,3,14,4,14,7.05290347756818,1,3348.408,140,227.40344895562
1,40,57,27.2623379225843,21.3286689319648,17.5134636834264,9,16,3,15,3,14,8.36723938211799,8,1140,63,205.92009140755
4,45,53,37.9593223240227,29.7134580486454,11.6859337477945,16,19,3,15,1,11,2.47228040616028,12,1194.84,72,196.685352159983
12,99,28,31.4487175922841,33.6286962334998,16.7169587570243,16,7,3,15,2,13,4.96392793697305,4,2292.42,107.963927936973,193.605443567533
15,102,49,26.2856086180545,29.0658881003037,34.2489175405353,11,16,3,14,1,12,8.17376218223944,0,2095.184,110.173762182239,228.901225824832
1,92,18,35.4635990667157,39.4353558938019,38.5569241363555,14,13,2,14,2,20,3.98097006557509,13,2520,117,189.12653228104
6,107,49,37.4463887210004,25.9032219625078,34.3553751148283,19,5,1,15,2,15,4.51109447912313,13,2807.58,124.511094479123,260.300228518875
8,72,51,16.6749604209326,34.4425791641697,37.5690484582447,7,5,3,14,2,12,7.81665507261641,0,1607.592,79.8166550726164,213.145397863758
9,87,22,26.1092868610285,14.1093737143092,23.5468357685022,6,9,1,14,5,15,2.72956560831517,0,1773.632,89.7295656083152,171.197008082131
4,37,30,17.704701051116,16.9351665815338,19.3243378144689,7,10,3,14,3,15,5.31275271228515,3,812,46,137.807438179446
6,59,43,11.5008411114104,34.8002110840753,39.8631808464415,18,12,2,14,5,14,5.4591385293752,12,1197.224,77,186.032744635654
13,62,48,20.9213900985196,16.816113255918,13.7997415103018,13,8,2,14,2,16,8.22316741105169,0,1008,70.2231674110517,182.450612912416
15,75,24,21.6072401637211,30.1780678424984,20.9407714544795,14,11,3,14,5,19,3.40358794503845,0,1180.816,78.4035879450385,145.56326614052
2,36,39,15.9756525605917,37.8892340720631,28.6258886219002,5,11,1,15,1,15,7.09146121353842,3,960,48,162.511655922148
8,96,48,34.5854020444676,11.4043067744933,13.320817919448,12,5,2,14,1,12,2.23920816997997,4,2279.592,102.23920816998,236.779139805369
5,125,20,20.1008049910888,18.5131396003999,26.638953522779,14,9,3,14,1,16,4.62487403163686,9,3299.184,138.624874031637,223.995013470218
10,62,24,19.4228988955729,20.0794403650798,12.2200586879626,19,7,3,14,5,20,3.04486532579176,9,1096.816,74.0448653257918,141.859048397819
5,102,33,11.2432697671466,29.1417253878899,10.7129980647005,7,18,2,14,3,14,8.29902258492075,2,2536.408,117,221.596010776174
5,87,31,28.1439232523553,26.5078497165814,23.4405127656646,8,12,1,15,5,16,4.16268159053288,3,2140.32,97,202.074922062667
13,59,54,25.6020266469568,19.6405360731296,37.9358120844699,5,7,1,14,1,18,5.26764158019796,0,924,64.267641580198,190.746395169715
1,92,18,34.3400462972932,33.8623493770137,35.3625083132647,14,12,3,15,3,11,2.82432745513506,13,2700,116,192.12653228104
9,82,30,26.9032176351175,29.0884201298468,22.2788760857657,9,6,2,14,3,13,2.27041432773694,0,1752.408,84.2704143277369,181.023311844295
12,75,51,24.7392931045033,33.6173397605307,33.9399495185353,17,17,1,15,5,15,3.62147939298302,5,1360.32,85,209.971701625923
11,53,16,38.5761779756285,32.5004966906272,10.7032394967973,9,8,1,15,3,15,6.32242329395376,0,845.16,59.3224232939538,115.27691667458
15,48,48,34.2477431590669,32.0588968344964,31.9408342987299,7,13,1,14,2,14,8.48406004300341,0,464.408,56.4840600430034,160.225306456208
10,102,50,38.6769067845307,38.0590941431001,21.0520534287207,19,18,1,14,4,16,2.60489327530377,9,2177.224,119,243.248618300503
10,65,32,19.2151459376328,19.6485822740942,24.4304280471988,17,8,1,15,3,20,4.26101439190097,7,1265.16,76.261014391901,164.56326614052
3,121,44,20.8188265818171,21.569800961297,13.4231931017712,14,10,2,14,3,16,3.34540373669006,11,3180.408,139,271.995013470218
1,58,49,37.2343750949949,12.7773473388515,28.6709957011044,5,17,1,15,4,11,4.31687434948981,4,1552.74,78,212.145397863758
9,65,17,10.5811650049873,37.0742521062493,33.6724754446186,15,9,1,14,1,15,6.56807799800299,6,1316,77.568077998003,134.032744635654
11,81,57,13.9007284049876,13.4991515986621,21.3705338421278,10,17,1,14,4,11,2.97449749452062,0,1533.224,87,228.84961560646
11,35,40,38.2549774181098,30.4298688820563,18.8043703418225,10,5,2,14,2,20,7.83019784349017,0,364,42.8301978434902,138.051610218372
12,130,27,10.2494527306408,38.9184309053235,21.6844249959104,16,13,3,14,4,17,8.61476565268822,4,2928.408,142.614765652688,226.882360242114
10,84,25,29.2558728903532,35.5302368593402,12.6508614444174,16,17,3,14,2,14,6.38837016862817,6,1831.592,97,171.023311844295
10,106,26,33.6814890499227,29.3485791701823,22.2088051494211,7,18,3,15,2,13,6.86837922851555,0,2622.42,114,203.187575290771
5,51,48,26.5174765558913,34.9628074537031,11.209687134251,9,12,3,14,4,13,5.67268308438361,4,1108.408,62,188.624309150252
6,51,33,38.8229302386753,12.840081511531,37.0914756599814,19,11,1,14,2,11,4.33642350346781,13,1052.408,69,156.154830655117
8,97,54,25.0090948469006,11.6041526990011,13.5781314712949,17,13,3,14,1,15,8.86009972984903,9,2347.184,114.860099729849,250.013879052936
14,61,42,35.3293710388243,33.6342653166503,27.3266361304559,17,10,3,14,2,18,3.81487818411551,3,963.592,67.8148781841155,166.746395169715
7,70,23,27.6924098958261,35.7631600648165,16.6848419723101,16,19,1,15,5,13,8.1764713821467,9,1510.32,91,160.145397863758
2,82,36,27.5767490826547,31.2329682288691,35.0926534016617,11,19,2,15,2,19,7.51687957951799,9,2340,108,213.309661310235
4,87,26,20.9351421124302,33.8065043464303,39.8906795727089,5,10,2,14,5,15,3.13252000138164,1,2093.224,94,191.544400557802
8,121,43,18.7791396467946,17.8055368550122,17.0592891355045,19,10,1,15,5,19,4.80149537534453,11,2980.32,136.801495375345,260.647620994547
2,43,33,33.6213987600058,28.9948062994517,15.6058702268638,11,14,3,14,2,15,5.76865117973648,9,1131.592,64,156.154830655117
6,61,54,31.6113508143462,19.1615833761171,30.1574412290938,8,14,3,14,5,20,3.14085430069827,2,1292.816,71,210.502223130788
7,99,21,32.649506253656,13.6475826357491,27.149575278163,17,6,2,14,4,20,7.74266897002235,10,2300.816,116.742668970022,188.952836043204
7,69,19,36.4184952317737,38.7451226380654,12.3732340568677,8,19,3,15,3,13,5.84853620524518,1,1650,82,150.910658616191
5,115,50,28.4345237654634,13.8168136379682,16.7840855289251,12,18,1,15,1,11,7.14060313603841,7,3150,135,274.647620994547
10,78,39,33.6438734224066,21.2667777412571,34.9490857473575,12,8,2,14,5,20,3.07446746411733,2,1505.224,83.0744674641173,191.614876358892
15,83,48,20.6175984116271,20.1943994453177,10.3749996772967,8,7,3,15,4,16,4.61880792235024,0,1547.58,87.6188079223502,206.441180121057
4,98,49,28.4774006018415,29.7164272260852,11.2909020693041,19,19,3,15,2,20,7.64569379598834,15,2742.42,128,254.12653228104
6,53,56,17.575961954426,15.427090707235,29.9726994382218,17,18,2,14,2,14,7.65635964926332,11,1148,76,204.624309150252
12,58,45,28.5108111193404,14.0426386357285,25.9843728458509,12,13,1,15,1,19,6.82707022712566,0,1020,64.8270702271257,176.981134417282
8,91,28,10.7574874116108,30.8394690277055,16.9077239441685,18,20,1,15,4,12,6.04657352343202,10,2122.74,113,193.605443567533
10,124,36,24.3286333465949,14.9407767574303,19.6113580535166,14,6,1,15,4,19,5.06945685506798,4,2992.74,133.069456855068,245.412881746979
1,68,28,35.6989484420046,20.3511254792102,18.4730787621811,17,13,2,15,4,19,4.9583782996051,16,1895.16,96,182.492790339429
3,90,47,35.8023095037788,31.7977064847946,19.9155547958799,14,16,3,15,2,13,5.21008945466019,11,2562.42,114,242.718096795637
10,92,28,33.8615811476484,38.2108601578511,33.1489234371111,17,5,2,15,1,18,2.04115665447898,7,2202.42,101.041156654479,189.901225824832
5,71,34,33.6218386841938,31.8542122398503,14.2287643975578,13,6,3,15,2,18,3.21258317376487,8,1872.42,82.2125831737649,188.319094101594
3,79,58,30.115466543939,17.4151400197297,18.5351572325453,8,18,3,14,3,12,6.45451794727705,5,2044,99,248.135965072399
13,114,26,18.2626222074032,25.7317582028918,33.7957101175562,17,20,1,15,1,12,8.19432058907114,4,2640,126.194320589071,205.657053785906
6,47,29,28.7421215418726,24.6453632973135,18.7449098052457,11,6,2,15,3,20,5.48858379642479,5,1007.58,57.4885837964248,146.215873664849
12,91,40,35.0694762868807,38.166339546442,23.7206449452788,15,18,3,15,1,18,7.76020597293973,3,2094.84,101.76020597294,207.727529586996
5,71,27,36.997206308879,35.4449983173981,36.8683781125583,10,18,2,15,4,14,7.38020861241966,5,1745.16,89,174.319094101594
1,39,27,20.0338990334421,22.4078381271102,38.6454465193674,5,16,2,14,3,17,5.93112396355718,4,996.408,58,141.685352159983
4,106,23,32.9238582029939,13.1022172980011,16.4194575068541,17,12,2,15,5,15,3.02590726967901,13,2812.74,127,212.004446261577
4,116,25,21.8247862509452,18.3204760868102,35.9507806552574,18,14,3,15,5,16,5.89467517170124,14,3155.16,140,228.351838737248
13,80,43,18.7563218222931,30.7189194415696,11.8245235295035,17,7,2,15,5,18,6.87622234737501,4,1492.74,90.876222347375,197.675919368624
11,38,57,38.9282545866445,27.0772993844002,25.2293667430058,16,12,2,15,3,19,3.20622440683655,5,437.58,46.2062244068366,178.755827961074
15,57,18,17.9751540324651,13.4287954331376,33.9713098783977,13,17,2,14,1,14,2.81920266803354,0,795.592,59.8192026680335,111.337959684312
13,113,21,10.7134964386933,18.5791201330721,19.6660022228025,7,16,3,15,4,17,6.48762620612979,0,2567.58,119.48762620613,194.422314538339
4,75,20,33.7944890419021,30.8823460596614,30.3487701271661,15,13,3,14,5,15,7.4246772765182,11,1796.816,95,164.727529586996
11,83,58,25.3712895116769,18.0303308437578,29.9619214073755,5,7,3,15,1,19,3.15420104237273,0,1914.84,86.1542010423727,236.319094101594
15,112,21,31.9218466547318,30.0193677656353,16.5416405093856,20,9,1,14,2,14,4.6503872522153,5,2256.408,121.650387252215,185.248618300503
6,94,28,12.4705081456341,32.2390366462059,36.6445973352529,11,12,3,14,5,18,4.31598151102662,5,2216.816,105,199.248618300503
10,124,42,38.4571986133233,33.7344925734214,24.2520473524928,8,19,2,14,1,14,6.30306808790192,0,2951.592,133,254.412881746979
4,55,49,32.5650534243323,32.680742694065,30.5691571347415,5,12,1,15,2,20,7.24000671575777,1,1367.58,64,201.032744635654
10,88,16,26.902118830476,38.6328465631232,13.8973241997883,9,11,2,14,4,14,3.15419930987991,0,1824.816,91.1541993098799,157.962268834563
2,99,44,28.1274093384854,31.9400387303904,35.7991817686707,12,14,2,14,3,15,3.08169792266563,10,2620.408,121,247.300228518875
12,129,45,20.0780954468064,35.8195151481777,36.3531216676347,11,16,2,15,3,17,5.10088920011185,0,3107.58,134.100889200112,264.647620994547
11,51,55,26.5810320293531,24.2683801194653,17.4724874366075,20,20,1,15,2,14,8.09988618991338,9,827.58,69,190.807438179446
15,101,18,14.9063176289201,20.8919879887253,21.7849938082509,17,5,2,15,5,13,5.02625775779597,2,2002.74,108.026257757796,168.666486577265
1,69,48,20.8697327924892,27.7953807939775,28.1672808015719,6,13,1,15,5,19,6.94927729130723,5,1840.32,86,223.727529586996
10,85,31,32.6559537113644,19.0353355696425,37.9570970265195,11,13,3,14,5,11,3.41329153464176,1,1740.816,89.4132915346418,184.258051091862
7,118,23,11.3876482169144,16.0849812091328,34.4254697090946,14,10,1,15,5,12,7.63138127676211,7,2950.32,132.631381276762,219.412881746979
9,102,19,19.6858638897538,39.0650018583983,24.3182858731598,14,14,1,14,5,16,4.68780153640546,5,2193.632,112,183.718096795637
1,80,24,19.736981394235,28.2952639902942,35.520705608651,12,20,3,15,1,17,3.93789296969771,11,2424.84,110,189.309661310235
8,52,51,35.9104793472216,18.2364196097478,28.1222822330892,11,6,2,14,2,14,3.43043848709203,3,1008,58.430438487092,188.450612912416
10,55,39,31.0121848760173,31.0687680519186,17.4173364066519,9,7,3,15,1,16,2.77021527476609,0,1134.84,57.7702152747661,166.215873664849
3,52,19,11.8510069558397,23.9471679599956,23.4496327722445,8,8,2,15,5,18,2.4906381200999,5,1252.74,62,139.798005388087
6,132,41,14.7579721570946,35.6311613786966,13.3541662571952,16,15,1,14,3,15,4.15898318286054,10,3280.816,151,272.168709708053
7,50,46,27.8474248759449,27.8240652522072,29.9672134546563,8,8,3,15,3,15,2.32205676380545,1,1080,53.3220567638054,181.450612912416
10,50,27,17.1150420978665,16.1141228862107,39.136099787429,6,18,2,15,3,11,4.75340498797596,0,857.58,58,136.042177427013
11,96,28,10.9924718458205,15.2737338212319,26.1754764104262,15,9,2,14,4,11,5.7570679821074,4,1992.816,105.757067982107,189.370704319966
4,77,34,36.6743519180454,28.9274449390359,30.2137148054317,19,19,1,15,1,14,6.17080897651613,15,2070,107,198.197008082131
3,80,54,39.360843708273,17.5784816383384,24.7751582134515,10,8,2,15,5,17,6.08122847951017,7,2092.74,93.0812284795102,244.370704319966
9,80,35,20.7966817123815,31.4124268712476,29.2134958948009,9,17,1,15,4,12,6.27174481819384,0,1732.74,88,191.553833349161
5,91,52,15.0027185678482,15.8894791430794,19.1934393858537,19,8,1,14,3,19,5.88470282731578,14,2188.816,110.884702827316,246.013879052936
8,132,29,15.3552211052738,30.6228686915711,24.6632829122245,15,18,3,14,2,17,3.36713953781873,7,3287.592,149,243.229752717785
5,79,41,14.8730263928883,35.990423578769,38.0423011537641,20,11,3,15,3,16,2.99021405819803,15,2070,100,212.197008082131
1,107,29,29.2018759786151,17.5464199576527,15.6429502367973,15,5,2,14,2,13,8.00332269561477,14,2940,129.003322695615,229.647620994547
9,43,28,20.050841702614,32.516896778252,11.5862464532256,15,6,3,15,1,12,8.73685290105641,6,834.84,57.7368529010564,131.868481189178
12,103,38,30.050445208326,35.1967207924463,12.7353740925901,13,16,3,15,3,11,6.73329938738607,1,2370,110.733299387386,218.544400557802
11,54,28,16.3143245526589,20.1290013012476,25.1031885901466,20,19,2,15,1,15,7.24548365199007,9,1002.42,71,140.511655922148
15,74,54,34.9224928324111,24.0280052134767,26.5113415406086,18,6,1,14,2,17,8.52560517191887,3,1192.408,85.5256051719189,204.328526892953
1,96,51,27.2920025396161,15.6990977842361,35.0468996725976,6,19,3,14,3,20,8.55980769637972,5,2632,119,260.065489271308
9,41,24,38.0656070145778,38.9591355575249,30.2600078610703,10,18,3,14,5,18,2.64329938637093,1,564.816,51,118.399002694044
5,59,58,20.5985075305216,27.8421600558795,12.5615173345432,9,18,1,14,1,14,2.79849838954397,4,1372,76,218.502223130788
10,43,40,21.3786773290485,38.6552863498218,15.3879147185944,20,12,2,14,1,12,6.64290970866568,10,683.592,59.6429097086657,150.399002694044
3,54,25,12.2839621151797,29.8940688325092,11.3539230357856,10,8,3,14,2,13,4.19176037423313,7,1383.592,66,151.267483883221
1,64,22,21.2052466371097,13.2640711497515,18.0243487982079,10,13,3,14,1,19,3.40051818778738,9,1815.184,85,162.553833349161
4,129,18,38.0613888707012,21.8377982545644,27.49305420788,15,9,3,15,1,13,6.87935726949945,11,3714.84,146.879357269499,230.40344895562
15,62,35,17.3179470887408,27.028922343161,36.5923610073514,17,17,3,15,3,19,8.6076847051736,2,960,72.6076847051736,154.511655922148
1,38,19,33.9382960973307,24.5620157825761,25.8475091634318,18,10,1,14,1,18,5.42873135069385,17,1008,64,124.450612912416
6,86,33,16.6701229452156,24.5620942302048,20.2001225110143,8,6,3,14,2,18,3.64458897453733,2,2111.592,91.6445889745373,199.370704319966
5,132,30,10.445458884351,21.5014561661519,22.8377415053546,15,16,3,14,3,17,2.97755691222847,10,3416,153,252.638188203187
15,132,57,36.0260415123776,25.0795360119082,14.9209179054014,16,6,2,14,2,19,4.18484205449931,1,2856,137.184842054499,281.943403251845
6,84,29,26.9817477627657,26.9051508163102,20.3748169634491,6,20,2,14,5,12,4.63091243081726,0,1897.224,98,188.901225824832
7,64,55,21.7192253586836,32.9908302100375,21.9851540331729,9,13,1,14,4,15,8.62695682002231,2,1281.224,74.6269568200223,213.736962378356
5,79,49,36.8853110657074,37.1628252067603,10.8915696293116,13,14,1,15,2,12,7.83253875910304,8,2027.58,96,228.197008082131
6,65,58,27.0788057730533,30.2298501506448,12.6581624452956,9,13,2,14,4,17,7.94636682141572,3,1404.816,75.9463668214157,223.441180121057
7,48,37,15.3322961111553,24.5474077318795,14.5312910946086,7,7,2,15,2,20,7.74835141282529,0,1020,55.7483514128253,160.981134417282
1,39,33,28.6468062759377,15.4545062500983,16.2673622439615,14,10,2,14,3,16,8.03725163452327,13,996.408,61,153.685352159983
13,99,44,39.2388485651463,39.2912690714002,38.0156609369442,19,10,3,15,1,15,3.5803351381328,6,2274.84,108.580335138133,223.135965072399
10,67,40,21.5963724115863,13.7439739634283,39.3428419297561,8,18,2,14,3,13,3.57704920228571,0,1276.408,75,180.032744635654
4,73,20,37.2329904115759,15.7723547727801,32.3537929123268,9,15,2,14,5,11,6.84027020074427,5,1701.224,89,162.258051091862
11,122,40,36.6470659803599,28.239298874978,20.5474250693806,8,13,3,14,4,14,6.29905628156848,0,2760.408,128.299056281568,245.473924756711
13,52,21,20.2537166303955,20.231410569977,34.5007929415442,5,15,1,14,5,11,8.11832895735279,0,569.632,60.1183289573528,116.103220436745
10,106,51,13.7852258142084,30.6817774265073,19.5417992305011,14,18,2,14,4,15,3.08804094232619,4,2328.816,118,250.187575290771
5,52,30,39.640065075364,38.3916633133776,37.2328677633777,16,7,2,15,4,16,6.70836021192372,11,1175.16,69.7083602119237,156.859048397819
10,40,23,28.3971384586766,35.3714723256417,33.070078024175,16,8,1,14,1,17,5.21750907273963,6,560,51.2175090727396,112.694784951342
5,132,22,10.2990053337999,39.8029497894458,35.1926617929712,16,8,3,14,4,14,6.34062764560804,11,3376.408,149.340627645608,236.638188203187
13,117,42,32.4501240230165,29.7974099684507,19.1966034704819,17,20,3,14,2,12,7.71592444251291,4,2587.592,128.715924442513,238.361271528607
14,94,42,34.1649792552926,26.17302284576,16.7047591065057,19,5,2,14,4,16,8.54429444228299,5,1768.816,107.544294442283,207.492790339429
10,64,47,15.6016044598073,27.4298155074939,18.8792198081501,17,7,2,14,1,12,3.71320159337483,7,1271.592,74.7132015933748,190.328526892953
2,46,28,39.8052399209701,33.2846042723395,14.1406768886372,11,14,3,15,4,18,3.4203741804231,9,1217.58,67,152.859048397819
2,79,57,21.1847304971889,32.806859924458,13.5602115350775,7,5,2,15,1,11,8.08883011178114,5,2292.42,92.0888301117811,251.605443567533
8,104,55,12.4273252580315,13.5833755880594,19.2682624841109,6,9,2,15,1,19,7.42457693209872,0,2682.42,111.424576932099,263.657053785906
10,38,25,28.1211624317802,24.3453026958741,26.4917398872785,11,15,2,14,3,12,8.05915087345056,1,464.408,47.0591508734506,114.225306456208
2,62,21,32.2467024764046,21.5289182215929,39.7660339600407,15,8,2,14,4,17,4.07064529391937,13,1544.816,81,155.614876358892
3,85,26,35.8487531612627,35.3929559257813,26.971215964295,10,14,3,14,1,17,3.22374605690129,7,2291.184,103,191.544400557802
1,92,25,13.9295740542002,29.4805770530365,17.8124872129411,6,13,3,15,2,20,7.35687747551128,5,2742.42,109,206.12653228104
7,62,45,39.4083301862702,29.4551187334582,23.335362363141,7,11,3,15,3,18,2.74116873368621,0,1440,66,194.267483883221
7,132,43,20.2423380920663,23.790608313866,26.9059135764837,15,6,2,14,2,16,3.13352126488462,8,3304,143.133521264885,273.699231212919
2,61,30,20.8047809638083,29.3872999586165,37.1501886006445,19,20,2,15,5,19,4.89290823694319,17,1582.74,96,175.380137111325
5,42,56,11.8119911104441,36.5107332286425,12.3061924660578,10,12,3,14,5,19,7.63166494760662,5,816.816,54.6316649476066,193.511655922148
4,43,19,17.4716953048483,13.5597283602692,18.0860339477658,11,5,2,15,5,20,8.46570409252308,7,922.74,58.4657040925231,126.215873664849
10,72,43,38.541928443592,20.6689371075481,11.8459016643465,13,20,2,14,4,16,6.90829260181636,3,1376.816,85,192.20644087349
6,84,30,16.5860892040655,12.6854693586938,30.1971014891751,10,9,3,15,1,19,8.09085858054459,4,2244.84,96.0908585805446,193.901225824832
1,87,44,16.0336707881652,20.5304283997975,35.3725660243072,19,9,3,15,3,16,5.01560962223448,18,2550,113,237.952836043204
14,50,25,13.9048321079463,17.0300515345298,27.745981796179,13,7,2,15,1,15,7.98090168461204,0,702.42,57.980901684612,122.164263446476
12,35,39,17.3463109391741,28.208987545222,26.7855583457276,17,7,2,15,2,12,8.54324629716575,5,330,48.5432462971658,136.582131723238
4,129,33,30.6737882224843,18.0475622904487,31.9777568685822,15,19,2,15,4,17,6.9073583628051,11,3545.16,155,260.40344895562
9,129,46,17.353849420324,35.2410001517273,11.4293751958758,18,8,2,14,3,17,5.56880922010168,9,3068.408,143.568809220102,271.056056479949
13,105,41,23.5647144168615,11.0951967141591,11.7761759646237,18,19,1,14,2,13,2.92593095358461,5,2172.408,116,221.544400557802
8,113,43,29.489837680012,21.4295801031403,22.2225135494955,8,11,2,15,5,18,5.49482661345974,0,2782.74,118.49482661346,250.76970701401
13,92,20,14.8638657759875,10.0360087468289,17.5963649107143,11,15,3,14,3,17,7.03144095721655,0,1848,99.0314409572165,163.492790339429
14,86,28,14.7328397678211,33.8092358340509,29.7318030940369,9,15,1,14,1,17,3.38741450686939,0,1624,89.3874145068694,169.614876358892
7,79,20,39.1662477958016,22.5550724798813,36.5848257113248,17,11,3,15,2,11,8.20346034760587,10,1992.42,97.2034603476059,165.258051091862
8,56,55,38.5519330971874,29.7510764421895,20.5558767728508,14,15,3,15,3,12,2.88307022373192,6,1200,69,204.389569902684
14,126,46,39.0641730837524,19.882643497549,14.2259796359576,20,16,1,14,2,11,2.87121484708041,6,2704.408,134.87121484708,255.004446261577
13,38,33,36.5562650677748,12.2808290575631,37.1633290639147,5,14,2,14,2,20,2.68127930583432,0,336,40.6812793058343,122.816870970805
10,89,56,30.5956459115259,26.5118650044315,28.9760614302941,12,6,1,15,5,18,2.56999888643622,2,1900.32,93.5699988864362,242.197008082131
13,79,47,15.4670916916803,22.5731699238531,26.8123503308743,5,16,1,14,2,15,6.03464867756702,0,1444.408,85.034648677567,201.441180121057
3,132,45,29.5884768525138,29.1469702171162,33.2664553076029,12,8,1,15,1,13,8.90216385689564,9,3780,149.902163856896,290.577145193456
9,80,26,19.6702317241579,39.7115566744469,11.2840851512738,20,5,1,14,2,19,6.6515501360409,11,1696.408,97.6515501360409,170.553833349161
15,58,25,38.7114343862049,21.8534272280522,13.8753216550685,18,12,2,15,2,20,4.20188550068997,3,840,65.20188550069,129.572698931879
12,84,40,22.0199282164685,22.1951032942161,13.1950113642961,19,12,3,15,4,11,6.49169881921262,7,1757.58,97.4916988192126,199.084354854027
1,97,31,37.5704140937887,37.4360740068369,20.0161157851107,15,11,1,15,4,20,5.06800493970513,14,2722.74,121,224.300228518875
12,102,48,28.6706794379279,17.1034554229118,19.2607726389542,20,12,1,15,2,14,4.48981717252173,8,2297.58,114.489817172522,237.309661310235
5,102,36,10.2361170458607,11.0382946976461,35.6315929698758,10,18,3,15,1,11,2.25620745797642,5,2844.84,120,230.596010776174
7,64,35,35.1475916709751,27.9941145097837,14.5693373074755,5,16,3,14,5,14,8.2391731494572,0,1320.816,73,173.736962378356
14,77,17,36.5697539318353,15.9623601613566,31.5280773327686,20,7,2,14,3,19,7.2362581260968,6,1332.408,90.2362581260968,136.502223130788
1,41,46,11.7342814034782,38.3896660804749,21.3885023165494,8,18,3,14,1,17,4.5994811761193,7,1171.184,65,182.154830655117
8,106,43,27.5120972422883,26.4476762223057,14.4404856627807,13,17,2,14,2,14,7.32084301835857,5,2520,120,239.12653228104
